case,T_s,x_value,x_units,total_rate,Dgt0_rate,Deq0_rate
PSA0p2,0.2,0.285042632085,g,0.00562123244089,0.000904435846263,0.00471679659463
PSA0p2,0.2,0.289015971791,g,0.00558361430249,0.00090384869824,0.00467976560425
PSA0p2,0.2,0.293044697697,g,0.00554586102375,0.000903233218897,0.00464262780485
PSA0p2,0.2,0.297129581858,g,0.00550797463291,0.000902588220831,0.00460538641207
PSA0p2,0.2,0.301271407088,g,0.00546995713806,0.000901912482329,0.00456804465573
PSA0p2,0.2,0.305470967116,g,0.00543181052743,0.00090120474746,0.00453060577997
PSA0p2,0.2,0.309729066733,g,0.00539353676985,0.000900463726258,0.00449307304359
PSA0p2,0.2,0.31404652195,g,0.00535513781533,0.000899688094989,0.00445544972034
PSA0p2,0.2,0.31842416015,g,0.00531661559585,0.000898876496504,0.00441773909935
PSA0p2,0.2,0.322862820254,g,0.00527797202631,0.00089802754069,0.00437994448562
PSA0p2,0.2,0.327363352872,g,0.0052392090056,0.000897139805012,0.00434206920059
PSA0p2,0.2,0.331926620473,g,0.00520032841792,0.000896211835162,0.00430411658275
PSA0p2,0.2,0.336553497551,g,0.00516133213418,0.000895242145802,0.00426608998838
PSA0p2,0.2,0.341244870785,g,0.00512222201369,0.000894229221423,0.00422799279227
PSA0p2,0.2,0.346001639219,g,0.00508299990595,0.000893171517307,0.00418982838865
PSA0p2,0.2,0.350824714424,g,0.00504366765264,0.000892067460598,0.00415160019204
PSA0p2,0.2,0.355715020682,g,0.00500422708979,0.000890915451494,0.00411331163829
PSA0p2,0.2,0.360673495157,g,0.00496468005017,0.000889713864545,0.00407496618562
PSA0p2,0.2,0.365701088078,g,0.0049250283658,0.000888461050079,0.00403656731572
PSA0p2,0.2,0.370798762917,g,0.0048852738707,0.000887155335736,0.00399811853496
PSA0p2,0.2,0.375967496579,g,0.00484541840376,0.000885795028129,0.00395962337563
PSA0p2,0.2,0.381208279584,g,0.00480546381183,0.000884378414617,0.00392108539721
PSA0p2,0.2,0.386522116263,g,0.00476541195298,0.00088290376521,0.00388250818777
PSA0p2,0.2,0.391910024943,g,0.00472526469988,0.000881369334581,0.0038438953653
PSA0p2,0.2,0.397373038149,g,0.0046850239434,0.000879773364204,0.0038052505792
PSA0p2,0.2,0.402912202795,g,0.00464469159633,0.000878114084615,0.00376657751172
PSA0p2,0.2,0.408528580393,g,0.00460426959726,0.000876389717779,0.00372787987949
PSA0p2,0.2,0.414223247248,g,0.00456375991462,0.00087459847958,0.00368916143504
PSA0p2,0.2,0.419997294672,g,0.00452316455078,0.000872738582425,0.00365042596836
PSA0p2,0.2,0.425851829184,g,0.00448248554639,0.00087080823795,0.00361167730844
PSA0p2,0.2,0.431787972733,g,0.00444172498474,0.000868805659843,0.0035729193249
PSA0p2,0.2,0.437806862904,g,0.00440088499624,0.000866729066763,0.00353415592947
PSA0p2,0.2,0.443909653139,g,0.00435996776301,0.000864576685361,0.00349539107765
PSA0p2,0.2,0.450097512961,g,0.00431897552356,0.000862346753392,0.00345662877017
PSA0p2,0.2,0.456371628192,g,0.0042779105775,0.000860037522926,0.00341787305458
PSA0p2,0.2,0.462733201188,g,0.00423677529031,0.000857647263629,0.00337912802668
PSA0p2,0.2,0.469183451061,g,0.00419557209814,0.000855174266132,0.00334039783201
PSA0p2,0.2,0.475723613919,g,0.00415430351269,0.000852616845471,0.00330168666722
PSA0p2,0.2,0.4823549431,g,0.00411297212599,0.000849973344582,0.00326299878141
PSA0p2,0.2,0.489078709414,g,0.00407158061529,0.000847242137868,0.00322433847742
PSA0p2,0.2,0.495896201384,g,0.00403013174779,0.000844421634802,0.00318571011299
PSA0p2,0.2,0.502808725494,g,0.00398862838545,0.000841510283582,0.00314711810187
PSA0p2,0.2,0.509817606442,g,0.00394707348966,0.000838506574812,0.00310856691485
PSA0p2,0.2,0.516924187389,g,0.00390547012586,0.00083540904521,0.00307006108065
PSA0p2,0.2,0.524129830221,g,0.00386382146802,0.000832216281332,0.00303160518669
PSA0p2,0.2,0.531435915805,g,0.00382213080309,0.000828926923306,0.00299320387979
PSA0p2,0.2,0.538843844261,g,0.00378040153522,0.000825539668551,0.00295486186667
PSA0p2,0.2,0.546355035221,g,0.00373863718987,0.000822053275494,0.00291658391438
PSA0p2,0.2,0.553970928111,g,0.00369684141775,0.000818466567262,0.00287837485049
PSA0p2,0.2,0.561692982416,g,0.00365501799856,0.000814778435334,0.00284023956323
PSA0p2,0.2,0.569522677971,g,0.00361317084453,0.000810987843155,0.00280218300137
PSA0p2,0.2,0.577461515236,g,0.0035713040037,0.000807093829695,0.002764210174
PSA0p2,0.2,0.585511015587,g,0.003529421663,0.000803095512943,0.00272632615005
PSA0p2,0.2,0.593672721607,g,0.00348752815105,0.000798992093324,0.00268853605772
PSA0p2,0.2,0.601948197383,g,0.00344562794066,0.000794782857035,0.00265084508362
PSA0p2,0.2,0.610339028803,g,0.00340372565107,0.000790467179279,0.00261325847179
PSA0p2,0.2,0.618846823862,g,0.00336182604985,0.000786044527397,0.00257578152245
PSA0p2,0.2,0.627473212971,g,0.00331993405451,0.000781514463884,0.00253841959062
PSA0p2,0.2,0.636219849266,g,0.0032780547337,0.000776876649276,0.00250117808442
PSA0p2,0.2,0.645088408927,g,0.00323619330815,0.0007721308449,0.00246406246325
PSA0p2,0.2,0.6540805915,g,0.00319435515119,0.000767276915486,0.00242707823571
PSA0p2,0.2,0.663198120221,g,0.00315254578888,0.000762314831608,0.00239023095727
PSA0p2,0.2,0.672442742348,g,0.00311077089979,0.000757244671982,0.00235352622781
PSA0p2,0.2,0.681816229494,g,0.00306903631437,0.000752066625573,0.0023169696888
PSA0p2,0.2,0.691320377968,g,0.00302734801391,0.00074678099353,0.00228056702038
PSA0p2,0.2,0.700957009117,g,0.0029857121291,0.000741388190931,0.00224432393817
PSA0p2,0.2,0.710727969677,g,0.00294413493816,0.000735888748335,0.00220824618982
PSA0p2,0.2,0.720635132129,g,0.00290262286454,0.000730283313122,0.00217233955142
PSA0p2,0.2,0.730680395053,g,0.00286118247426,0.000724572650633,0.00213660982363
