case,x_type,M_center,x_center,epsilon_center,contribution_fraction,contribution_percent
PSA0p2_total,Rrup_km,6.95,4.45,5,5.308472377e-06,0.00053084724
PSA0p2_total,Rrup_km,7.05,0.05,1,0.07403107449,7.4031074
PSA0p2_total,Rrup_km,7.05,0.05,3,0.04337486519,4.3374865
PSA0p2_total,Rrup_km,7.05,0.05,5,7.428763102e-05,0.0074287631
PSA0p2_total,Rrup_km,7.05,1.95,1,0.04057580895,4.0575809
PSA0p2_total,Rrup_km,7.05,1.95,3,0.04273792083,4.2737921
PSA0p2_total,Rrup_km,7.05,1.95,5,7.431861328e-05,0.0074318613
PSA0p2_total,Rrup_km,7.15,0.05,1,0.07628769691,7.6287697
PSA0p2_total,Rrup_km,7.15,0.05,3,0.0433827818,4.3382782
PSA0p2_total,Rrup_km,7.15,0.05,5,7.428763102e-05,0.0074287631
PSA0p2_total,Rrup_km,7.15,1.95,1,0.0431959109,4.3195911
PSA0p2_total,Rrup_km,7.15,1.95,3,0.04273713895,4.2737139
PSA0p2_total,Rrup_km,7.15,1.95,5,7.431861328e-05,0.0074318613
PSA0p2_total,Rrup_km,7.25,0.05,1,0.03916929271,3.9169293
PSA0p2_total,Rrup_km,7.25,0.05,3,0.02169539807,2.1695398
PSA0p2_total,Rrup_km,7.25,0.05,5,3.714381551e-05,0.0037143816
PSA0p2_total,Rrup_km,7.25,1.95,1,0.02283939588,2.2839396
PSA0p2_total,Rrup_km,7.25,1.95,3,0.02135928457,2.1359285
PSA0p2_total,Rrup_km,7.25,1.95,5,3.714381551e-05,0.0037143816
PSA3p0_total,Rrup_km,6.05,0.05,3,0.0001551616907,0.015516169
PSA3p0_total,Rrup_km,6.05,0.05,5,1.64193614e-06,0.00016419361
PSA3p0_total,Rrup_km,6.05,1.05,3,0.0001195428244,0.011954282
PSA3p0_total,Rrup_km,6.05,1.05,5,1.847179387e-06,0.00018471794
PSA3p0_total,Rrup_km,6.05,1.45,3,1.128690234e-05,0.0011286902
PSA3p0_total,Rrup_km,6.05,1.45,5,2.052422635e-07,2.0524226e-05
PSA3p0_total,Rrup_km,6.05,1.95,3,6.944374874e-05,0.0069443749
PSA3p0_total,Rrup_km,6.05,1.95,5,1.643304166e-06,0.00016433042
PSA3p0_total,Rrup_km,6.05,2.05,3,8.322439492e-05,0.0083224395
PSA3p0_total,Rrup_km,6.05,2.05,5,1.847179387e-06,0.00018471794
PSA3p0_total,Rrup_km,6.05,2.25,3,2.437556363e-05,0.0024375564
PSA3p0_total,Rrup_km,6.05,2.25,5,6.158960714e-07,6.1589607e-05
PSA3p0_total,Rrup_km,6.05,2.35,3,6.093866303e-05,0.0060938663
PSA3p0_total,Rrup_km,6.05,2.35,5,1.643304166e-06,0.00016433042
PSA3p0_total,Rrup_km,6.05,2.55,3,6.982581179e-06,0.00069825812
PSA3p0_total,Rrup_km,6.05,2.55,5,2.054125286e-07,2.0541253e-05
PSA3p0_total,Rrup_km,6.05,2.85,3,1.26487278e-05,0.0012648728
PSA3p0_total,Rrup_km,6.05,2.85,5,4.106547921e-07,4.1065479e-05
PSA3p0_total,Rrup_km,6.05,3.05,3,5.303285139e-05,0.0053032851
PSA3p0_total,Rrup_km,6.05,3.05,5,1.848537571e-06,0.00018485376
PSA3p0_total,Rrup_km,6.05,3.15,3,1.094332116e-05,0.0010943321
PSA3p0_total,Rrup_km,6.05,3.15,5,4.106547921e-07,4.1065479e-05
PSA3p0_total,Rrup_km,6.05,3.25,3,5.508676016e-06,0.0005508676
PSA3p0_total,Rrup_km,6.05,3.25,5,2.054125286e-07,2.0541253e-05
PSA3p0_total,Rrup_km,6.05,3.65,3,1.341777486e-05,0.0013417775
PSA3p0_total,Rrup_km,6.05,3.65,5,6.160673207e-07,6.1606732e-05
PSA3p0_total,Rrup_km,6.05,3.85,3,3.979075468e-06,0.00039790755
PSA3p0_total,Rrup_km,6.05,3.85,5,2.054125286e-07,2.0541253e-05
PSA3p0_total,Rrup_km,6.05,4.05,3,3.57248637e-06,0.00035724864
PSA3p0_total,Rrup_km,6.05,4.05,5,2.052422635e-07,2.0524226e-05
PSA3p0_total,Rrup_km,6.05,4.15,3,3.458113502e-06,0.00034581135
PSA3p0_total,Rrup_km,6.05,4.15,5,2.052422635e-07,2.0524226e-05
PSA3p0_total,Rrup_km,6.05,4.25,3,3.336713509e-06,0.00033367135
PSA3p0_total,Rrup_km,6.05,4.25,5,2.054125286e-07,2.0541253e-05
PSA3p0_total,Rrup_km,6.05,4.45,3,5.89080796e-06,0.0005890808
PSA3p0_total,Rrup_km,6.05,4.45,5,4.106547921e-07,4.1065479e-05
PSA3p0_total,Rrup_km,6.05,4.65,3,2.668339374e-06,0.00026683394
PSA3p0_total,Rrup_km,6.05,4.65,5,2.054125286e-07,2.0541253e-05
PSA3p0_total,Rrup_km,6.15,0.05,3,0.0003158122161,0.031581222
PSA3p0_total,Rrup_km,6.15,0.05,5,1.989454078e-06,0.00019894541
PSA3p0_total,Rrup_km,6.15,1.05,3,0.0002595952106,0.025959521
PSA3p0_total,Rrup_km,6.15,1.05,5,2.238129686e-06,0.00022381297
PSA3p0_total,Rrup_km,6.15,1.45,3,2.511626598e-05,0.0025116266
PSA3p0_total,Rrup_km,6.15,1.45,5,2.486815136e-07,2.4868151e-05
PSA3p0_total,Rrup_km,6.15,1.95,3,0.0001596919231,0.015969192
PSA3p0_total,Rrup_km,6.15,1.95,5,1.990280798e-06,0.00019902808
PSA3p0_total,Rrup_km,6.15,2.05,3,1.988617515e-05,0.0019886175
PSA3p0_total,Rrup_km,6.15,2.05,5,2.486815136e-07,2.4868151e-05
PSA3p0_total,Rrup_km,6.15,2.25,3,3.713137144e-05,0.0037131371
PSA3p0_total,Rrup_km,6.15,2.25,5,4.974663674e-07,4.9746637e-05
PSA3p0_total,Rrup_km,6.15,2.35,3,0.0001430522013,0.01430522
PSA3p0_total,Rrup_km,6.15,2.35,5,1.990280798e-06,0.00019902808
PSA3p0_total,Rrup_km,6.15,2.55,3,1.657860354e-05,0.0016578604
PSA3p0_total,Rrup_km,6.15,2.55,5,2.487848537e-07,2.4878485e-05
PSA3p0_total,Rrup_km,6.15,2.85,3,1.47033255e-05,0.0014703325
PSA3p0_total,Rrup_km,6.15,2.85,5,2.487848537e-07,2.4878485e-05
PSA3p0_total,Rrup_km,6.15,3.05,3,1.374275482e-05,0.0013742755
PSA3p0_total,Rrup_km,6.15,3.05,5,2.486815136e-07,2.4868151e-05
PSA3p0_total,Rrup_km,6.15,3.15,3,2.680228405e-05,0.0026802284
PSA3p0_total,Rrup_km,6.15,3.15,5,4.974663674e-07,4.9746637e-05
PSA3p0_total,Rrup_km,6.15,3.65,3,1.084037476e-05,0.0010840375
PSA3p0_total,Rrup_km,6.15,3.65,5,2.487848537e-07,2.4878485e-05
PSA3p0_total,Rrup_km,6.15,3.85,3,1.01433705e-05,0.001014337
PSA3p0_total,Rrup_km,6.15,3.85,5,2.487848537e-07,2.4878485e-05
PSA3p0_total,Rrup_km,6.15,4.05,3,9.21095753e-06,0.00092109575
PSA3p0_total,Rrup_km,6.15,4.05,5,2.486815136e-07,2.4868151e-05
PSA3p0_total,Rrup_km,6.15,4.15,3,8.974062691e-06,0.00089740627
PSA3p0_total,Rrup_km,6.15,4.15,5,2.486815136e-07,2.4868151e-05
PSA3p0_total,Rrup_km,6.15,4.45,3,7.56366739e-06,0.00075636674
PSA3p0_total,Rrup_km,6.15,4.45,5,2.487848537e-07,2.4878485e-05
PSA3p0_total,Rrup_km,6.15,4.65,3,7.15995213e-06,0.00071599521
PSA3p0_total,Rrup_km,6.15,4.65,5,2.487848537e-07,2.4878485e-05
PSA3p0_total,Rrup_km,6.25,0.05,3,0.0008208834294,0.082088343
PSA3p0_total,Rrup_km,6.25,0.05,5,3.269581822e-06,0.00032695818
PSA3p0_total,Rrup_km,6.25,1.05,3,7.660157502e-05,0.0076601575
PSA3p0_total,Rrup_km,6.25,1.05,5,4.086972357e-07,4.0869724e-05
PSA3p0_total,Rrup_km,6.25,1.95,3,0.0004556923689,0.045569237
PSA3p0_total,Rrup_km,6.25,1.95,5,3.270871113e-06,0.00032708711
PSA3p0_total,Rrup_km,6.25,2.05,3,5.676756201e-05,0.0056767562
PSA3p0_total,Rrup_km,6.25,2.05,5,4.086972357e-07,4.0869724e-05
PSA3p0_total,Rrup_km,6.25,2.25,3,5.280097593e-05,0.0052800976
PSA3p0_total,Rrup_km,6.25,2.25,5,4.088596272e-07,4.0885963e-05
PSA3p0_total,Rrup_km,6.25,2.85,3,4.339289473e-05,0.0043392895
PSA3p0_total,Rrup_km,6.25,2.85,5,4.088596272e-07,4.0885963e-05
PSA3p0_total,Rrup_km,6.25,3.05,3,4.084354408e-05,0.0040843544
PSA3p0_total,Rrup_km,6.25,3.05,5,4.086972357e-07,4.0869724e-05
PSA3p0_total,Rrup_km,6.25,3.65,3,3.300849579e-05,0.0033008496
PSA3p0_total,Rrup_km,6.25,3.65,5,4.088596272e-07,4.0885963e-05
PSA3p0_total,Rrup_km,6.25,4.05,3,2.850434443e-05,0.0028504344
PSA3p0_total,Rrup_km,6.25,4.05,5,4.086972357e-07,4.0869724e-05
PSA3p0_total,Rrup_km,6.25,4.45,3,2.386772094e-05,0.0023867721
PSA3p0_total,Rrup_km,6.25,4.45,5,4.088596272e-07,4.0885963e-05
PSA3p0_total,Rrup_km,6.35,0.05,3,0.001013549697,0.10135497
PSA3p0_total,Rrup_km,6.35,0.05,5,2.738846837e-06,0.00027388468
PSA3p0_total,Rrup_km,6.35,1.05,3,9.805448425e-05,0.0098054484
PSA3p0_total,Rrup_km,6.35,1.05,5,3.423558546e-07,3.4235585e-05
PSA3p0_total,Rrup_km,6.35,1.95,3,0.0006010367516,0.060103675
PSA3p0_total,Rrup_km,6.35,1.95,5,2.739752293e-06,0.00027397523
PSA3p0_total,Rrup_km,6.35,2.05,3,7.489892412e-05,0.0074898924
PSA3p0_total,Rrup_km,6.35,2.05,5,3.423558546e-07,3.4235585e-05
PSA3p0_total,Rrup_km,6.35,2.25,3,7.011939605e-05,0.0070119396
PSA3p0_total,Rrup_km,6.35,2.25,5,3.424680524e-07,3.4246805e-05
PSA3p0_total,Rrup_km,6.35,2.85,3,5.859884671e-05,0.0058598847
PSA3p0_total,Rrup_km,6.35,2.85,5,3.424680524e-07,3.4246805e-05
PSA3p0_total,Rrup_km,6.35,3.05,3,5.543270339e-05,0.0055432703
PSA3p0_total,Rrup_km,6.35,3.05,5,3.423558546e-07,3.4235585e-05
PSA3p0_total,Rrup_km,6.35,3.65,3,4.556067442e-05,0.0045560674
PSA3p0_total,Rrup_km,6.35,3.65,5,3.424680524e-07,3.4246805e-05
PSA3p0_total,Rrup_km,6.35,4.05,3,3.97929199e-05,0.003979292
PSA3p0_total,Rrup_km,6.35,4.05,5,3.423558546e-07,3.4235585e-05
PSA3p0_total,Rrup_km,6.35,4.45,3,3.37695709e-05,0.0033769571
PSA3p0_total,Rrup_km,6.35,4.45,5,3.424680524e-07,3.4246805e-05
PSA3p0_total,Rrup_km,6.45,0.05,1,8.442658456e-05,0.0084426585
PSA3p0_total,Rrup_km,6.45,0.05,3,0.001164140803,0.11641408
PSA3p0_total,Rrup_km,6.45,0.05,5,2.345908472e-06,0.00023459085
PSA3p0_total,Rrup_km,6.45,1.05,3,0.0001249706392,0.012497064
PSA3p0_total,Rrup_km,6.45,1.05,5,2.932378209e-07,2.9323782e-05
PSA3p0_total,Rrup_km,6.45,1.95,3,0.0007887692682,0.078876927
PSA3p0_total,Rrup_km,6.45,1.95,5,2.346882821e-06,0.00023468828
PSA3p0_total,Rrup_km,6.45,2.05,3,9.831057082e-05,0.0098310571
PSA3p0_total,Rrup_km,6.45,2.05,5,2.932378209e-07,2.9323782e-05
PSA3p0_total,Rrup_km,6.45,2.25,3,9.264123542e-05,0.0092641235
PSA3p0_total,Rrup_km,6.45,2.25,5,2.933608448e-07,2.9336084e-05
PSA3p0_total,Rrup_km,6.45,2.85,3,7.870872853e-05,0.0078708729
PSA3p0_total,Rrup_km,6.45,2.85,5,2.933608448e-07,2.9336084e-05
PSA3p0_total,Rrup_km,6.45,3.05,3,7.481241371e-05,0.0074812414
PSA3p0_total,Rrup_km,6.45,3.05,5,2.932378209e-07,2.9323782e-05
PSA3p0_total,Rrup_km,6.45,3.65,3,6.25300019e-05,0.0062530002
PSA3p0_total,Rrup_km,6.45,3.65,5,2.933608448e-07,2.9336084e-05
PSA3p0_total,Rrup_km,6.45,4.05,3,5.521844495e-05,0.0055218445
PSA3p0_total,Rrup_km,6.45,4.05,5,2.932378209e-07,2.9323782e-05
PSA3p0_total,Rrup_km,6.45,4.45,3,4.748673674e-05,0.0047486737
PSA3p0_total,Rrup_km,6.45,4.45,5,2.933608448e-07,2.9336084e-05
PSA3p0_total,Rrup_km,6.55,0.05,1,0.0003428794444,0.034287944
PSA3p0_total,Rrup_km,6.55,0.05,3,0.001133040359,0.11330404
PSA3p0_total,Rrup_km,6.55,0.05,5,2.065866688e-06,0.00020658667
PSA3p0_total,Rrup_km,6.55,1.05,1,1.579804145e-05,0.0015798041
PSA3p0_total,Rrup_km,6.55,1.05,3,0.0001352642957,0.01352643
PSA3p0_total,Rrup_km,6.55,1.05,5,2.582330899e-07,2.5823309e-05
PSA3p0_total,Rrup_km,6.55,1.95,1,7.606302556e-05,0.0076063026
PSA3p0_total,Rrup_km,6.55,1.95,3,0.0008957065708,0.089570657
PSA3p0_total,Rrup_km,6.55,1.95,5,2.066949298e-06,0.00020669493
PSA3p0_total,Rrup_km,6.55,2.05,1,9.410846777e-06,0.00094108468
PSA3p0_total,Rrup_km,6.55,2.05,3,0.0001117175196,0.011171752
PSA3p0_total,Rrup_km,6.55,2.05,5,2.582330899e-07,2.5823309e-05
PSA3p0_total,Rrup_km,6.55,2.25,1,7.559110584e-06,0.00075591106
PSA3p0_total,Rrup_km,6.55,2.25,3,0.0001070800103,0.010708001
PSA3p0_total,Rrup_km,6.55,2.25,5,2.583689083e-07,2.5836891e-05
PSA3p0_total,Rrup_km,6.55,2.85,1,2.30555663e-06,0.00023055566
PSA3p0_total,Rrup_km,6.55,2.85,3,9.616660856e-05,0.0096166609
PSA3p0_total,Rrup_km,6.55,2.85,5,2.583689083e-07,2.5836891e-05
PSA3p0_total,Rrup_km,6.55,3.05,1,6.727232754e-07,6.7272328e-05
PSA3p0_total,Rrup_km,6.55,3.05,3,9.322141618e-05,0.0093221416
PSA3p0_total,Rrup_km,6.55,3.05,5,2.582330899e-07,2.5823309e-05
PSA3p0_total,Rrup_km,6.55,3.65,3,7.938181694e-05,0.0079381817
PSA3p0_total,Rrup_km,6.55,3.65,5,2.583689083e-07,2.5836891e-05
PSA3p0_total,Rrup_km,6.55,4.05,3,7.062940397e-05,0.0070629404
PSA3p0_total,Rrup_km,6.55,4.05,5,2.582330899e-07,2.5823309e-05
PSA3p0_total,Rrup_km,6.55,4.45,3,6.130556954e-05,0.006130557
PSA3p0_total,Rrup_km,6.55,4.45,5,2.583689083e-07,2.5836891e-05
PSA3p0_total,Rrup_km,6.65,0.05,1,0.0005321846986,0.05321847
PSA3p0_total,Rrup_km,6.65,0.05,3,0.001161896847,0.11618968
PSA3p0_total,Rrup_km,6.65,0.05,5,1.887629649e-06,0.00018876296
PSA3p0_total,Rrup_km,6.65,1.05,1,3.394456011e-05,0.003394456
PSA3p0_total,Rrup_km,6.65,1.05,3,0.0001418997133,0.014189971
PSA3p0_total,Rrup_km,6.65,1.05,5,2.359539521e-07,2.3595395e-05
PSA3p0_total,Rrup_km,6.65,1.95,1,0.0001556616598,0.015566166
PSA3p0_total,Rrup_km,6.65,1.95,3,0.0009881477201,0.098814772
PSA3p0_total,Rrup_km,6.65,1.95,5,1.888249689e-06,0.00018882497
PSA3p0_total,Rrup_km,6.65,2.05,1,1.935402293e-05,0.0019354023
PSA3p0_total,Rrup_km,6.65,2.05,3,0.0001232630674,0.012326307
PSA3p0_total,Rrup_km,6.65,2.05,5,2.359539521e-07,2.3595395e-05
PSA3p0_total,Rrup_km,6.65,2.25,1,1.739813962e-05,0.001739814
PSA3p0_total,Rrup_km,6.65,2.25,3,0.000117894304,0.01178943
PSA3p0_total,Rrup_km,6.65,2.25,5,2.360317032e-07,2.360317e-05
PSA3p0_total,Rrup_km,6.65,2.85,1,1.182810912e-05,0.0011828109
PSA3p0_total,Rrup_km,6.65,2.85,3,0.0001051578848,0.010515788
PSA3p0_total,Rrup_km,6.65,2.85,5,2.360317032e-07,2.360317e-05
PSA3p0_total,Rrup_km,6.65,3.05,1,1.008825579e-05,0.0010088256
PSA3p0_total,Rrup_km,6.65,3.05,3,0.0001017053418,0.010170534
PSA3p0_total,Rrup_km,6.65,3.05,5,2.359539521e-07,2.3595395e-05
PSA3p0_total,Rrup_km,6.65,3.65,1,4.074817594e-06,0.00040748176
PSA3p0_total,Rrup_km,6.65,3.65,3,9.108404799e-05,0.0091084048
PSA3p0_total,Rrup_km,6.65,3.65,5,2.360317032e-07,2.360317e-05
PSA3p0_total,Rrup_km,6.65,4.05,1,1.28720408e-07,1.2872041e-05
PSA3p0_total,Rrup_km,6.65,4.05,3,8.496168935e-05,0.0084961689
PSA3p0_total,Rrup_km,6.65,4.05,5,2.359539521e-07,2.3595395e-05
PSA3p0_total,Rrup_km,6.65,4.45,3,7.427337215e-05,0.0074273372
PSA3p0_total,Rrup_km,6.65,4.45,5,2.360317032e-07,2.360317e-05
PSA3p0_total,Rrup_km,6.75,0.05,1,0.004138790027,0.413879
PSA3p0_total,Rrup_km,6.75,0.05,3,0.006982197345,0.69821973
PSA3p0_total,Rrup_km,6.75,0.05,5,1.002713751e-05,0.0010027138
PSA3p0_total,Rrup_km,6.75,1.05,1,0.0003158771727,0.031587717
PSA3p0_total,Rrup_km,6.75,1.05,3,0.0008556440809,0.085564408
PSA3p0_total,Rrup_km,6.75,1.05,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,1.95,1,0.001360920006,0.136092
PSA3p0_total,Rrup_km,6.75,1.95,3,0.006352226354,0.63522264
PSA3p0_total,Rrup_km,6.75,1.95,5,1.002713751e-05,0.0010027138
PSA3p0_total,Rrup_km,6.75,2.05,1,0.0001695220255,0.016952203
PSA3p0_total,Rrup_km,6.75,2.05,3,0.0007926391083,0.079263911
PSA3p0_total,Rrup_km,6.75,2.05,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,2.25,1,0.0001575552438,0.015755524
PSA3p0_total,Rrup_km,6.75,2.25,3,0.0007574532861,0.075745329
PSA3p0_total,Rrup_km,6.75,2.25,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,2.85,1,0.0001234805736,0.012348057
PSA3p0_total,Rrup_km,6.75,2.85,3,0.0006735362174,0.067353622
PSA3p0_total,Rrup_km,6.75,2.85,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,3.05,1,0.0001128237506,0.011282375
PSA3p0_total,Rrup_km,6.75,3.05,3,0.0006507433318,0.065074333
PSA3p0_total,Rrup_km,6.75,3.05,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,3.65,1,7.576245354e-05,0.0075762454
PSA3p0_total,Rrup_km,6.75,3.65,3,0.0005789574046,0.05789574
PSA3p0_total,Rrup_km,6.75,3.65,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,4.05,1,5.133236571e-05,0.0051332366
PSA3p0_total,Rrup_km,6.75,4.05,3,0.0005373457977,0.05373458
PSA3p0_total,Rrup_km,6.75,4.05,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.75,4.45,1,2.331805011e-05,0.002331805
PSA3p0_total,Rrup_km,6.75,4.45,3,0.0004935660174,0.049356602
PSA3p0_total,Rrup_km,6.75,4.45,5,1.25339711e-06,0.00012533971
PSA3p0_total,Rrup_km,6.85,0.05,1,0.01501295207,1.5012952
PSA3p0_total,Rrup_km,6.85,0.05,3,0.01717197246,1.7171972
PSA3p0_total,Rrup_km,6.85,0.05,5,2.393828745e-05,0.0023938287
PSA3p0_total,Rrup_km,6.85,1.05,1,0.001292390768,0.12923908
PSA3p0_total,Rrup_km,6.85,1.05,3,0.002146491637,0.21464916
PSA3p0_total,Rrup_km,6.85,1.05,5,2.992276089e-06,0.00029922761
PSA3p0_total,Rrup_km,6.85,1.95,1,0.005760028624,0.57600286
PSA3p0_total,Rrup_km,6.85,1.95,3,0.01717905864,1.7179059
PSA3p0_total,Rrup_km,6.85,1.95,5,2.394822778e-05,0.0023948228
PSA3p0_total,Rrup_km,6.85,2.05,1,0.0007141656015,0.07141656
PSA3p0_total,Rrup_km,6.85,2.05,3,0.002146491637,0.21464916
PSA3p0_total,Rrup_km,6.85,2.05,5,2.992276089e-06,0.00029922761
PSA3p0_total,Rrup_km,6.85,2.25,1,0.0006018782351,0.060187824
PSA3p0_total,Rrup_km,6.85,2.25,3,0.002127693583,0.21276936
PSA3p0_total,Rrup_km,6.85,2.25,5,2.993526012e-06,0.0002993526
PSA3p0_total,Rrup_km,6.85,2.85,1,0.0004639664649,0.046396646
PSA3p0_total,Rrup_km,6.85,2.85,3,0.001931908414,0.19319084
PSA3p0_total,Rrup_km,6.85,2.85,5,2.993526012e-06,0.0002993526
PSA3p0_total,Rrup_km,6.85,3.05,1,0.0004345893396,0.043458934
PSA3p0_total,Rrup_km,6.85,3.05,3,0.001865052301,0.18650523
PSA3p0_total,Rrup_km,6.85,3.05,5,2.992276089e-06,0.00029922761
PSA3p0_total,Rrup_km,6.85,3.65,1,0.0003328712034,0.03328712
PSA3p0_total,Rrup_km,6.85,3.65,3,0.001655655766,0.16556558
PSA3p0_total,Rrup_km,6.85,3.65,5,2.993526012e-06,0.0002993526
PSA3p0_total,Rrup_km,6.85,4.05,1,0.0002652562788,0.026525628
PSA3p0_total,Rrup_km,6.85,4.05,3,0.001531637824,0.15316378
PSA3p0_total,Rrup_km,6.85,4.05,5,2.992276089e-06,0.00029922761
PSA3p0_total,Rrup_km,6.85,4.45,1,0.000187595714,0.018759571
PSA3p0_total,Rrup_km,6.85,4.45,3,0.001401094694,0.14010947
PSA3p0_total,Rrup_km,6.85,4.45,5,2.993526012e-06,0.0002993526
PSA3p0_total,Rrup_km,6.95,0.05,1,0.03736846312,3.7368463
PSA3p0_total,Rrup_km,6.95,0.05,3,0.03066415218,3.0664152
PSA3p0_total,Rrup_km,6.95,0.05,5,4.274687158e-05,0.0042746872
PSA3p0_total,Rrup_km,6.95,1.05,1,0.003528433968,0.3528434
PSA3p0_total,Rrup_km,6.95,1.05,3,0.003833021483,0.38330215
PSA3p0_total,Rrup_km,6.95,1.05,5,5.343361408e-06,0.00053433614
PSA3p0_total,Rrup_km,6.95,1.95,1,0.01902717301,1.9027173
PSA3p0_total,Rrup_km,6.95,1.95,3,0.03067694667,3.0676947
PSA3p0_total,Rrup_km,6.95,1.95,5,4.276468544e-05,0.0042764685
PSA3p0_total,Rrup_km,6.95,2.05,1,0.002366153287,0.23661533
PSA3p0_total,Rrup_km,6.95,2.05,3,0.003833021483,0.38330215
PSA3p0_total,Rrup_km,6.95,2.05,5,5.343361408e-06,0.00053433614
PSA3p0_total,Rrup_km,6.95,2.25,1,0.002097597014,0.2097597
PSA3p0_total,Rrup_km,6.95,2.25,3,0.003834625715,0.38346257
PSA3p0_total,Rrup_km,6.95,2.25,5,5.34558568e-06,0.00053455857
PSA3p0_total,Rrup_km,6.95,2.85,1,0.001412373526,0.14123735
PSA3p0_total,Rrup_km,6.95,2.85,3,0.003834625715,0.38346257
PSA3p0_total,Rrup_km,6.95,2.85,5,5.34558568e-06,0.00053455857
PSA3p0_total,Rrup_km,6.95,3.05,1,0.001263317758,0.12633178
PSA3p0_total,Rrup_km,6.95,3.05,3,0.003784599272,0.37845993
PSA3p0_total,Rrup_km,6.95,3.05,5,5.343361408e-06,0.00053433614
PSA3p0_total,Rrup_km,6.95,3.65,1,0.0009429221628,0.094292216
PSA3p0_total,Rrup_km,6.95,3.65,3,0.003457562355,0.34575624
PSA3p0_total,Rrup_km,6.95,3.65,5,5.34558568e-06,0.00053455857
PSA3p0_total,Rrup_km,6.95,4.05,1,0.0007721876137,0.077218761
PSA3p0_total,Rrup_km,6.95,4.05,3,0.003226001833,0.32260018
PSA3p0_total,Rrup_km,6.95,4.05,5,5.343361408e-06,0.00053433614
PSA3p0_total,Rrup_km,6.95,4.45,1,0.0006123352674,0.061233527
PSA3p0_total,Rrup_km,6.95,4.45,3,0.002945891155,0.29458912
PSA3p0_total,Rrup_km,6.95,4.45,5,5.34558568e-06,0.00053455857
PSA3p0_total,Rrup_km,7.05,0.05,1,0.08609163935,8.6091639
PSA3p0_total,Rrup_km,7.05,0.05,3,0.05366224171,5.3662242
PSA3p0_total,Rrup_km,7.05,0.05,5,7.480700066e-05,0.0074807001
PSA3p0_total,Rrup_km,7.05,1.95,1,0.05084804519,5.0848045
PSA3p0_total,Rrup_km,7.05,1.95,3,0.05368458285,5.3684583
PSA3p0_total,Rrup_km,7.05,1.95,5,7.483819952e-05,0.00748382
PSA3p0_total,Rrup_km,7.15,0.05,1,0.108966705,10.89667
PSA3p0_total,Rrup_km,7.15,0.05,3,0.05366224171,5.3662242
PSA3p0_total,Rrup_km,7.15,0.05,5,7.480700066e-05,0.0074807001
PSA3p0_total,Rrup_km,7.15,1.95,1,0.07082437226,7.0824372
PSA3p0_total,Rrup_km,7.15,1.95,3,0.05368458285,5.3684583
PSA3p0_total,Rrup_km,7.15,1.95,5,7.483819952e-05,0.00748382
PSA3p0_total,Rrup_km,7.25,0.05,1,0.06703759792,6.7037598
PSA3p0_total,Rrup_km,7.25,0.05,3,0.02683112085,2.6831121
PSA3p0_total,Rrup_km,7.25,0.05,5,3.740350033e-05,0.00374035
PSA3p0_total,Rrup_km,7.25,1.95,1,0.04659210687,4.6592107
PSA3p0_total,Rrup_km,7.25,1.95,3,0.02683112085,2.6831121
PSA3p0_total,Rrup_km,7.25,1.95,5,3.740350033e-05,0.00374035
Displacement_total_plot_binned,x_over_L,6.65,0.125,2,0.0003003003003,0.03003003
Displacement_total_plot_binned,x_over_L,6.65,0.175,2,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,6.65,0.275,2,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,6.75,0.025,2,0.0009009009009,0.09009009
Displacement_total_plot_binned,x_over_L,6.75,0.075,2,0.001201201201,0.12012012
Displacement_total_plot_binned,x_over_L,6.75,0.125,2,0.005605605606,0.56056056
Displacement_total_plot_binned,x_over_L,6.75,0.175,2,0.0003003003003,0.03003003
Displacement_total_plot_binned,x_over_L,6.75,0.225,2,0.001101101101,0.11011011
Displacement_total_plot_binned,x_over_L,6.75,0.275,2,0.0006006006006,0.06006006
Displacement_total_plot_binned,x_over_L,6.75,0.325,1.25,0.0002002002002,0.02002002
Displacement_total_plot_binned,x_over_L,6.75,0.375,1.25,0.0004004004004,0.04004004
Displacement_total_plot_binned,x_over_L,6.75,0.425,1.25,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,6.75,0.475,1.25,0.0002002002002,0.02002002
Displacement_total_plot_binned,x_over_L,6.85,0.025,2,0.003403403403,0.34034034
Displacement_total_plot_binned,x_over_L,6.85,0.075,2,0.004504504505,0.45045045
Displacement_total_plot_binned,x_over_L,6.85,0.125,1.25,0.005805805806,0.58058058
Displacement_total_plot_binned,x_over_L,6.85,0.125,2,0.03033033033,3.033033
Displacement_total_plot_binned,x_over_L,6.85,0.175,1.25,0.004504504505,0.45045045
Displacement_total_plot_binned,x_over_L,6.85,0.225,1.25,0.002302302302,0.23023023
